Name,FORCE_X,FORCE_Y,FORCE_Z,Fx_N,Fy_N,Fz_N,PROCESS_FORCE,ACT_POSITION_X,ACT_POSITION_Y,ACT_POSITION_Z,ACT_POSITION_A,ACT_POSITION_C,ACT_POSITION_MKS_X,ACT_POSITION_MKS_Y,ACT_POSITION_MKS_Z,ACT_POSITION_MKS_A,ACT_POSITION_MKS_C,ACT_OVERRIDE,SPINDLE_ROTATION_ANGLE,SPINDLE_SPEED,ACT_CURRENT_X,ACT_CURRENT_Y,ACT_CURRENT_Z,ACT_CURRENT_A,ACT_CURRENT_C,ACT_CURRENT_S,ACTIVE_TOOL_CUTTING_EDGE_NUMBER,ACTIVE_TOOL_RADIUS,ACTIVE_TOOL_NUMBER,ACTIVE_TOOL_LENGTH,ACT_ZERO_OFFSET_Z,ACT_ZERO_OFFSET_A,ACT_ZERO_OFFSET_C,ACT_ZERO_OFFSET_X,ACT_ZERO_OFFSET_Y
133674057792380000,-33,-375,-113,-0.503555238,-5.722219,-3.44859052,0,16.9584332,12.7245951,139.115738,-3.32195341E-05,359.999969,-1,-1,-1,0,315.271637,100,115.069908,24001.2363,-0.3503418,0.5588379,2.25585938,-0.206542969,-0.249938965,-1.24414063,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792430000,-29,-352,-135,-0.442518264,-5.371256,-4.1199975,0,16.9570942,12.7237253,139.1165,-3.32195341E-05,5.34340179E-05,-1,-1,-1,0,315.271637,100,331.0364,23998.1465,-0.322998047,0.6118164,2.414795,-0.152709961,-0.226135254,-2.66259766,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792480000,-28,-415,-107,-0.427259,-6.33258867,-3.26547956,0,16.955843,12.7222548,139.115433,-3.32195341E-05,359.999847,-1,-1,-1,0,315.271637,100,187.0592,24003.1816,-0.271728516,0.6254883,2.2199707,-0.184570313,-0.231689453,-1.85253906,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792530000,-68,-418,-88,-1.037629,-6.37836647,-2.685628,0,16.9547329,12.7195749,139.115784,-3.32195341E-05,359.999847,-1,-1,-1,0,315.271637,100,259.02652,23998.7188,-0.2734375,0.456298828,2.11572266,-0.159301758,-0.226135254,-2.519043,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792580000,-74,-404,-99,-1.12918448,-6.164737,-3.02133155,0,16.9546242,12.7181454,139.1138,2.95594855E-05,359.999969,-1,-1,-1,0,315.271637,100,115.080894,24001.58,-0.299072266,0.343505859,1.56030273,-0.208740234,-0.246765137,-0.8442383,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792630000,-35,-261,-85,-0.53407377,-3.98266435,-2.59407258,0,16.9546337,12.7171745,139.1077,-3.32098643E-05,359.999969,-1,-1,-1,0,315.271637,100,331.046021,23998.1465,-0.281982422,0.2631836,0.9929199,-0.1505127,-0.234069824,-2.67285156,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792680000,-5,-243,-112,-0.07629625,-3.7079978,-3.418072,0,16.9545841,12.7162447,139.0853,2.95594873E-05,359.999847,-1,-1,-1,0,315.271637,100,187.066071,24002.9531,-0.2939453,0.203369141,0.111083984,-0.185668945,-0.234863281,-1.89697266,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792730000,-36,-280,-94,-0.549333,-4.27259,-2.86873913,0,16.9543533,12.7169952,138.960953,2.95691552E-05,359.999847,-1,-1,-1,0,315.271637,100,259.0279,23998.6035,-0.275146484,0.21875,-1.10400391,-0.166992188,-0.222961426,-2.76171875,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792780000,-50,-275,-106,-0.7629625,-4.196294,-3.234961,0,16.954174,12.7174854,138.83699,9.234817E-05,359.999969,-1,-1,-1,0,315.271637,100,115.079521,24001.4648,-0.278564453,0.160644531,-1.89526367,-0.2010498,-0.248352051,-0.758789063,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792830000,-119,-195,-122,-1.81585073,-2.97555375,-3.723257,0,16.9542542,12.7184448,138.655823,-3.32001946E-05,359.999969,-1,-1,-1,0,315.271637,100,331.043274,23998.0313,-0.287109375,0.176025391,-2.60449219,-0.141723633,-0.230102539,-2.727539,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
133674057792880000,-114,-185,-156,-1.73955452,-2.82296133,-4.760886,0,16.954073,12.7206354,138.054474,2.95691534E-05,359.999969,-1,-1,-1,0,315.271637,100,43.0655174,23999.1758,-0.275146484,0.264892578,-4.59375,-0.180175781,-0.24597168,-0.922851563,0,2.9907,131,89.8154,-180,0,315.271637,-272.991,-326.45816
