Milliseconds,X_Traori_Transformed,Y_Traori_Transformed,Z_Traori_Transformed,Fx_N,Fy_N,Fz_N,ACT_POSITION_X,ACT_POSITION_Y,ACT_POSITION_Z,ACT_POSITION_A,ACT_POSITION_C_Updated,ACT_OVERRIDE,SPINDLE_ROTATION_ANGLE,SPINDLE_SPEED,ACT_CURRENT_X,ACT_CURRENT_Y,ACT_CURRENT_Z,ACT_CURRENT_A,ACT_CURRENT_C,ACT_CURRENT_S,ACTIVE_TOOL_RADIUS,ACTIVE_TOOL_LENGTH,Zero_Offset_X,Zero_Offset_Y,Zero_Offset_Z,Zero_Offset_C
0.0,-212.766626,-139.0846094787364,-1.0100817786623366,-0.07629625,-0.747703254,0.3967405,20.2243576,187.373657,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.201660156,-0.155517578,1.62866211,-0.196655273,-0.250732422,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.05,-212.766626,-139.08480747872866,-1.0100967787645108,0.427259,-0.04577775,0.0305185,20.2243576,187.373459,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.203369141,-0.1640625,1.62182617,-0.186767578,-0.243591309,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.1,-212.766687,-139.08486647873642,-1.010081778794969,-0.10681475,0.53407377,0.366222,20.2242966,187.3734,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.169189453,1.62695313,-0.18347168,-0.245178223,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.15,-212.766687,-139.08486647873642,-1.010081778794969,-0.198370248,0.1525925,0.5188145,20.2242966,187.3734,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.169189453,1.62695313,-0.18347168,-0.245178223,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.2,-212.7666775,-139.08462447873643,-1.0100817786700778,0.07629625,-0.9918513,0.427259,20.2243061,187.373642,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.2084961,-0.148681641,1.62182617,-0.193359375,-0.24041748,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.25,-212.76663739999998,-139.08459447873642,-1.0100817786545953,0.01525925,0.183111,0.366222,20.2243462,187.373672,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.21875,-0.181152344,1.62353516,-0.190063477,-0.24041748,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.3,-212.76664699999998,-139.08494447872042,-1.01011277883523,0.01525925,0.6561478,0.305185,20.2243366,187.373322,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.205078125,-0.152099609,1.6184082,-0.188964844,-0.246765137,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.35,-212.766687,-139.08488347873643,-1.0100817788037422,-0.167851746,0.3357035,0.366222,20.2242966,187.373383,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.203369141,-0.155517578,1.62353516,-0.202148438,-0.2364502,0.013671875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.4,-212.7666775,-139.08468547873642,-1.0100817787015586,-0.061037,-0.7019255,0.5798515,20.2243061,187.373581,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.177734375,1.62011719,-0.194458008,-0.24597168,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.45,-212.766626,-139.0847314787204,-1.0101127787253052,0.01525925,-0.305185,0.183111,20.2243576,187.373535,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.206787109,-0.160644531,1.61669922,-0.191162109,-0.2420044,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.5,-212.76663739999998,-139.08492947872043,-1.0101127788274888,0.0915555,0.5951108,0.244148,20.2243462,187.373337,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.167480469,1.6184082,-0.199951172,-0.2420044,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.55,-212.7666775,-139.0848823718816,-1.0102491741808064,-0.167851746,0.3357035,0.6408885,20.2243061,187.373383,139.1055,9.234817e-05,0.0,100,90.25454,0.0,-0.2084961,-0.157226563,1.62011719,-0.199951172,-0.243591309,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.6,-212.7666775,-139.08471647856595,-1.010081802186494,-0.061037,-0.61037,0.5188145,20.2243061,187.37355,139.105515,2.95788232e-05,0.0,100,90.25454,0.0,-0.203369141,-0.160644531,1.635498,-0.190063477,-0.246765137,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.65,-212.766626,-139.08471647872867,-1.0100967787175477,0.549333,-0.198370248,-0.0915555,20.2243576,187.37355,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.227294922,-0.169189453,1.63037109,-0.193359375,-0.24597168,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.7,-212.76663739999998,-139.08489947872042,-1.0101127788120066,0.0915555,0.442518264,0.305185,20.2243462,187.373367,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.213623047,-0.160644531,1.62695313,-0.195556641,-0.239624023,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.75,-212.7666775,-139.08488237190576,-1.0102341741808158,-0.07629625,0.53407377,0.427259,20.2243061,187.373383,139.105515,9.234817e-05,0.0,100,90.25454,0.0,-0.210205078,-0.155517578,1.62524414,-0.181274414,-0.249145508,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.8,-212.76665649999998,-139.08462558540003,-1.0099293835746068,0.427259,-0.549333,0.1525925,20.2243271,187.373642,139.105515,-3.320986e-05,0.0,100,90.25454,0.0,-0.2084961,-0.157226563,1.62695313,-0.192260742,-0.241210938,-0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.85,-212.766626,-139.0847314788991,-1.0100967552565918,0.0,-0.305185,0.244148,20.2243576,187.373535,139.1055,2.95594873e-05,0.0,100,90.25454,0.0,-0.189697266,-0.1640625,1.62866211,-0.190063477,-0.242797852,0.0205078125,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.9,-212.76663739999998,-139.08488347872046,-1.0101127787993798,-0.320444256,0.3967405,0.3967405,20.2243462,187.373383,139.105484,2.95691534e-05,0.0,100,90.25454,0.0,-0.225585938,-0.177734375,1.640625,-0.196655273,-0.242797852,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
0.95,-212.766666,-139.08488347872867,-1.0100967788037327,-0.137333244,0.305185,0.549333,20.2243176,187.373383,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.157226563,1.640625,-0.198852539,-0.243591309,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.0,-212.76665649999998,-139.08459447873642,-1.0100817786545953,-0.0915555,-0.4577775,0.5188145,20.2243271,187.373672,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.155517578,1.62695313,-0.2010498,-0.2475586,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.05,-212.766626,-139.08471647872867,-1.0100967787175477,0.3357035,-0.137333244,0.0,20.2243576,187.37355,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.217041016,-0.167480469,1.62866211,-0.192260742,-0.239624023,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.1,-212.766626,-139.0849144787204,-1.0101127788197477,-0.2136295,0.68666625,0.183111,20.2243576,187.373352,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.21875,-0.169189453,1.62524414,-0.190063477,-0.24597168,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.15,-212.766687,-139.08471647873642,-1.010081778717557,-0.183111,0.2136295,0.549333,20.2242966,187.37355,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.1965332,-0.160644531,1.62866211,-0.193359375,-0.243591309,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.2,-212.76665649999998,-139.08457847873643,-1.010081778646338,0.2746665,-0.5798515,0.183111,20.2243271,187.373688,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.205078125,-0.145263672,1.62353516,-0.194458008,-0.24597168,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.25,-212.766626,-139.0846554787364,-1.0100817786860763,0.38148126,-0.167851746,-0.0915555,20.2243576,187.373611,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.201660156,-0.165771484,1.63208008,-0.1977539,-0.24041748,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.3,-212.76663739999998,-139.08488347872043,-1.0101127788037492,0.0915555,0.259407252,0.366222,20.2243462,187.373383,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.172607422,1.63208008,-0.191162109,-0.24597168,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.35,-212.766687,-139.0847785854001,-1.0099293834754866,0.289925754,0.198370248,0.122074,20.2242966,187.373489,139.105515,-3.32098643e-05,0.0,100,90.25454,0.0,-0.206787109,-0.169189453,1.63208008,-0.195556641,-0.238830566,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.4,-212.76665649999998,-139.08457847890685,-1.010081755177667,-0.167851746,-0.625629246,0.305185,20.2243271,187.373688,139.105515,2.95594873e-05,0.0,100,90.25454,0.0,-0.210205078,-0.170898438,1.62353516,-0.2043457,-0.2420044,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.45,-212.766626,-139.08463947873645,-1.0100817786734495,-0.167851746,-0.0305185,0.549333,20.2243576,187.373627,139.105515,2.95691534e-05,0.0,100,90.25454,0.0,-0.199951172,-0.169189453,1.62866211,-0.1977539,-0.241210938,-0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.5,-212.766666,-139.08494447872866,-1.0100967788352135,0.259407252,0.61037,0.122074,20.2243176,187.373322,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.150390625,1.62866211,-0.192260742,-0.24597168,0.0170898438,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.55,-212.766687,-139.0848224787364,-1.0100817787722614,-0.289925754,0.7171848,0.427259,20.2242966,187.373444,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.198242188,-0.157226563,1.62695313,-0.184570313,-0.245178223,0.013671875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.6,-212.766687,-139.0848224787364,-1.0100817787722614,-0.167851746,-0.427259,0.488296,20.2242966,187.373444,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.198242188,-0.157226563,1.62695313,-0.184570313,-0.245178223,0.013671875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.65,-212.766666,-139.0846094787364,-1.0100817786623366,-0.427259,-0.22888875,0.488296,20.2243176,187.373657,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.2084961,-0.165771484,1.63378906,-0.2076416,-0.2420044,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.7,-212.766626,-139.0848224787204,-1.0101127787722683,-0.3357035,0.5188145,0.2746665,20.2243576,187.373444,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.203369141,-0.146972656,1.63037109,-0.191162109,-0.250732422,0.013671875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.75,-212.76665649999998,-139.08492947872867,-1.0100967788274724,-0.04577775,0.366222,0.488296,20.2243271,187.373337,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.215332031,-0.1640625,1.638916,-0.193359375,-0.244384766,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.8,-212.766687,-139.08483847873643,-1.0100817787805187,-0.183111,-0.549333,0.5188145,20.2242966,187.373428,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.206787109,-0.162353516,1.61669922,-0.198852539,-0.24041748,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.85,-212.76663739999998,-139.08462447873643,-1.0100817786700778,0.01525925,-0.3967405,0.488296,20.2243462,187.373642,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.2084961,-0.172607422,1.62182617,-0.193359375,-0.2475586,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.9,-212.766626,-139.08480858541807,-1.0099603834581048,0.1525925,0.2136295,0.0,20.2243576,187.373459,139.105484,-3.32098643e-05,0.0,100,90.25454,0.0,-0.201660156,-0.1640625,1.63208008,-0.195556641,-0.243591309,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
1.95,-212.76664699999998,-139.08491558557915,-1.0099443599326816,-0.061037,0.5188145,0.3357035,20.2243366,187.373352,139.1055,-3.321953e-05,0.0,100,90.25454,0.0,-0.210205078,-0.152099609,1.63208008,-0.188964844,-0.239624023,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.0,-212.7666775,-139.08483847890687,-1.0100817553074344,-0.183111,-0.442518264,0.5798515,20.2243061,187.373428,139.105515,2.95594855e-05,0.0,100,90.25454,0.0,-0.206787109,-0.150390625,1.637207,-0.20324707,-0.235656738,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.05,-212.76664699999998,-139.0846554787364,-1.0100817786860763,-0.305185,-0.061037,0.549333,20.2243366,187.373611,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.203369141,-0.150390625,1.63208008,-0.194458008,-0.243591309,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.1,-212.766626,-139.08479247872867,-1.0100967787567696,-0.0915555,0.366222,0.244148,20.2243576,187.373474,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.193115234,-0.172607422,1.64746094,-0.198852539,-0.2420044,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.15,-212.76664699999998,-139.0849144787204,-1.0101127788197477,0.488296,0.289925754,-0.0915555,20.2243366,187.373352,139.105484,2.95691552e-05,0.0,100,90.25454,0.0,-0.206787109,-0.1538086,1.638916,-0.1977539,-0.246765137,-0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.2,-212.766666,-139.0846554787364,-1.0100817786860763,0.244148,-0.305185,0.1525925,20.2243176,187.373611,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.201660156,-0.177734375,1.63208008,-0.198852539,-0.241210938,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.25,-212.76664699999998,-139.08462447873643,-1.0100817786700778,-0.2746665,-0.2746665,0.3357035,20.2243366,187.373642,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.162353516,1.63037109,-0.191162109,-0.24597168,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.3,-212.766626,-139.0848063718558,-1.0102651740583275,0.5951108,0.2746665,0.0915555,20.2243576,187.373459,139.105484,9.234817e-05,0.0,100,90.25454,0.0,-0.215332031,-0.167480469,1.635498,-0.188964844,-0.24041748,0.0205078125,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.35,-212.76665649999998,-139.08492947854995,-1.0101128022964618,-0.305185,0.5188145,0.366222,20.2243271,187.373337,139.105484,2.95788232e-05,0.0,100,90.25454,0.0,-0.206787109,-0.157226563,1.63208008,-0.193359375,-0.24041748,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.4,-212.7666775,-139.08463947873642,-1.010081778677819,-0.427259,-0.3357035,0.488296,20.2243061,187.373627,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.215332031,-0.155517578,1.63037109,-0.202148438,-0.24041748,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.45,-212.76663739999998,-139.08459447873642,-1.0100817786545953,0.305185,-0.259407252,0.1525925,20.2243462,187.373672,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.198242188,-0.167480469,1.63208008,-0.20324707,-0.245178223,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.5,-212.766626,-139.08477747872865,-1.0100967787490285,0.305185,0.04577775,-0.0915555,20.2243576,187.373489,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.2084961,-0.157226563,1.63378906,-0.196655273,-0.24597168,0.0205078125,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.55,-212.7666775,-139.08489947873642,-1.0100817788119996,-0.350962758,0.549333,0.427259,20.2243061,187.373367,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.206787109,-0.172607422,1.63208008,-0.193359375,-0.238037109,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.6,-212.766687,-139.08466647874414,-1.0100667786917625,0.061037,-0.3967405,0.549333,20.2242966,187.3736,139.10553,2.95691552e-05,0.0,100,90.25454,0.0,-0.205078125,-0.165771484,1.63208008,-0.1977539,-0.239624023,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.65,-212.76664699999998,-139.08457847873643,-1.010081778646338,0.0915555,-0.3357035,0.3357035,20.2243366,187.373688,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.172607422,1.63208008,-0.195556641,-0.238830566,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.7,-212.7666165,-139.08471647872867,-1.0100967787175477,0.289925754,0.1525925,0.061037,20.2243671,187.37355,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.205078125,-0.160644531,1.62353516,-0.199951172,-0.244384766,0.013671875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.75,-212.7666775,-139.0849455854001,-1.0099293833786898,0.167851746,0.7782217,0.0305185,20.2243061,187.373322,139.105515,-3.32098643e-05,0.0,100,90.25454,0.0,-0.206787109,-0.152099609,1.63037109,-0.191162109,-0.244384766,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.8,-212.7666966,-139.08471758557047,-1.0099293600474895,-0.167851746,-0.411999762,0.427259,20.224287,187.37355,139.105515,-3.321953e-05,0.0,100,90.25454,0.0,-0.2084961,-0.155517578,1.63378906,-0.194458008,-0.238830566,-0.0205078125,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.85,-212.76665649999998,-139.0845773720763,-1.0102341502154546,0.183111,-0.22888875,0.0305185,20.2243271,187.373688,139.105515,9.23385e-05,0.0,100,90.25454,0.0,-0.201660156,-0.160644531,1.635498,-0.1977539,-0.245178223,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.9,-212.76663739999998,-139.0848834785582,-1.0100968022770673,0.137333244,0.0,0.061037,20.2243462,187.373383,139.1055,2.9578825e-05,0.0,100,90.25454,0.0,-0.215332031,-0.170898438,1.63378906,-0.194458008,-0.2364502,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
2.95,-212.766687,-139.08491447872862,-1.0100967788241006,-0.04577775,0.503555238,0.305185,20.2242966,187.373352,139.1055,2.9569157e-05,0.0,100,90.25454,0.0,-0.217041016,-0.158935547,1.63208008,-0.193359375,-0.238830566,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.0,-212.766687,-139.08491447872862,-1.0100967788241006,-0.6561478,-0.04577775,0.5798515,20.2242966,187.373352,139.1055,2.9569157e-05,0.0,100,90.25454,0.0,-0.217041016,-0.158935547,1.63208008,-0.193359375,-0.238830566,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.05,-212.7666966,-139.0847464787364,-1.0100817787330394,-0.22888875,-0.320444256,0.5798515,20.224287,187.37352,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.172607422,1.637207,-0.195556641,-0.246765137,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.1,-212.766626,-139.0846843718816,-1.010249173861674,0.411999762,-0.061037,-0.1525925,20.2243576,187.373581,139.1055,9.234817e-05,0.0,100,90.25454,0.0,-0.205078125,-0.155517578,1.640625,-0.192260742,-0.238037109,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.15,-212.76663739999998,-139.08485347854995,-1.010112802257227,0.0915555,0.53407377,0.3357035,20.2243462,187.373413,139.105484,2.95788232e-05,0.0,100,90.25454,0.0,-0.210205078,-0.160644531,1.635498,-0.190063477,-0.244384766,-0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.2,-212.76665649999998,-139.08491447873635,-1.01008177882411,-0.4577775,-0.0915555,0.5798515,20.2243271,187.373352,139.105515,2.9569157e-05,0.0,100,90.25454,0.0,-0.206787109,-0.157226563,1.635498,-0.192260742,-0.2420044,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.25,-212.766666,-139.08462447873643,-1.0100817786700778,-0.183111,-0.198370248,0.488296,20.2243176,187.373642,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.2084961,-0.157226563,1.63378906,-0.191162109,-0.241210938,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.3,-212.766626,-139.08468547872866,-1.0100967787015491,0.473036766,0.061037,-0.0915555,20.2243576,187.373581,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.198242188,-0.160644531,1.640625,-0.196655273,-0.241210938,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.35,-212.76663739999998,-139.08486647872866,-1.0100967787949595,-0.04577775,0.564592242,0.3357035,20.2243462,187.3734,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.205078125,-0.1640625,1.63208008,-0.191162109,-0.2420044,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.4,-212.766666,-139.0849144787364,-1.0100817788197407,-0.5188145,-0.0915555,0.61037,20.2243176,187.373352,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.152099609,1.62866211,-0.18347168,-0.24041748,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.45,-212.766666,-139.0846094787364,-1.0100817786623366,0.564592242,-0.305185,0.0,20.2243176,187.373657,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.165771484,1.63037109,-0.192260742,-0.245178223,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.5,-212.76663739999998,-139.08465547872865,-1.0100967786860668,0.0305185,0.07629625,0.366222,20.2243462,187.373611,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.162353516,1.62866211,-0.192260742,-0.242797852,0.0170898438,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.55,-212.76663739999998,-139.08485347872866,-1.0100967787882504,0.7782217,0.320444256,0.183111,20.2243462,187.373413,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.170898438,1.63378906,-0.196655273,-0.24041748,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.6,-212.7666775,-139.08477747890683,-1.0100817552803332,0.2746665,-0.07629625,0.1525925,20.2243061,187.373489,139.105515,2.95594873e-05,0.0,100,90.25454,0.0,-0.199951172,-0.148681641,1.63378906,-0.195556641,-0.2420044,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.65,-212.76653628966395,-139.08480790477955,-1.0100667786579764,-0.061037,-0.198370248,0.3967405,20.2243176,187.373657,139.10553,2.95691534e-05,5.34340179e-05,100,90.25454,0.0,-0.194824219,-0.158935547,1.62866211,-0.2043457,-0.244384766,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.7,-212.76663739999998,-139.0846554787364,-1.0100817786860763,-0.7629625,0.2136295,0.2746665,20.2243462,187.373611,139.105515,2.95691552e-05,0.0,100,90.25317,0.0,-0.220458984,-0.162353516,1.63378906,-0.194458008,-0.248352051,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.75,-212.766626,-139.08483847872867,-1.0100967787805093,-0.0305185,0.503555238,0.549333,20.2243576,187.373428,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.211914063,-0.155517578,1.644043,-0.194458008,-0.2420044,0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.8,-212.766687,-139.08480747873642,-1.0100817787645202,-0.320444256,-0.0305185,0.427259,20.2242966,187.373459,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.201660156,-0.150390625,1.640625,-0.1977539,-0.241210938,0.0068359375,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.85,-212.766666,-139.08459337192994,-1.010219173715021,0.01525925,-0.1525925,0.549333,20.2243176,187.373672,139.10553,9.234817e-05,0.0,100,90.25454,0.0,-0.215332031,-0.1640625,1.642334,-0.191162109,-0.246765137,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.9,-212.766626,-139.08460947856594,-1.0100818021312554,-0.22888875,0.2746665,0.549333,20.2243576,187.373657,139.105515,2.95788232e-05,0.0,100,90.25454,0.0,-0.1965332,-0.155517578,1.63208008,-0.186767578,-0.2420044,0.0102539063,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
3.95,-212.76665649999998,-139.08494447872866,-1.0100967788352135,0.061037,0.5951108,0.366222,20.2243271,187.373322,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.203369141,-0.1640625,1.640625,-0.1977539,-0.24597168,-0.00341796875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
4.0,-212.766687,-139.08486647873642,-1.010081778794969,-0.411999762,0.0,0.5798515,20.2242966,187.3734,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.215332031,-0.157226563,1.63208008,-0.192260742,-0.241210938,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
4.05,-212.766687,-139.08463947873642,-1.010081778677819,0.122074,-0.259407252,0.1525925,20.2242966,187.373627,139.105515,2.95691552e-05,0.0,100,90.25454,0.0,-0.215332031,-0.165771484,1.63378906,-0.1977539,-0.241210938,0.0,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
4.1,-212.76663739999998,-139.08459447872866,-1.0100967786545858,0.1525925,-0.0305185,0.0915555,20.2243462,187.373672,139.1055,2.95691552e-05,0.0,100,90.25454,0.0,-0.210205078,-0.160644531,1.638916,-0.187866211,-0.249145508,0.013671875,2.9907,89.8154,232.9909836,326.458267,140.115525,5.34340179e-05
